user;tanggal;score;content;;
Moch Fauzi;06/03/2025;3;Pada hp saya tab profil, kendaraan dan pesan tidak bisa di klik. Hp:poco x3 pro. Please Fixing a bugs. Thanks;;
Enang Solehudin;16/03/2023;1;Applikasi ini sungguh beban sekali mau daftar z salah terus no rangka..padahal sudah sesuai no di sntk..mungkin ini aplikasi WAJIB DI PERBAIKI ,KALAU ADA MINUS STAR AKU TARO TUH;;
Erik S. M. Hutauruk;09/07/2022;1;Booking service seminggu sebelum jadwal dan sudah dikonfirmasi setuju oleh IDK 2 Medan, sehari sebelum jadwal dicancel tanpa ada solusi. Apa gunanya booking? After sales honda klo udah dibeli mobilnya jd begini, sbelum beli mobil kayanya bagus2 aja.;;
Yandri Gen;07/03/2026;5;Pelayanan dan informasi sangat baik;;
Galih putra;30/01/2026;1;aplikasi tidak berguna, login berulang kali tidak bisa.;;
Randy Kokong;23/10/2020;1;Aplikasi ngak guna, masa mau registrasi aja ngak bisa, tiap kali mau simpan data langsung force close aplikasinya... gimana mau booking service kayak gini 👎👎👎;;
Muhamad Indra;30/12/2025;5;aplikasi ini bagus cepat dan cara menanggapi nya bagus;;
herik Purwanto;01/11/2020;1;Saya kapan hari service diberes honda dengan pilihan paket 3. Saya kecewa karena disitu penggantian oilnya tidak sama dengan apa yang di sampaikan dikolom promosi. Dikolom promosi untuk penggantian oil tercantum kemasan 5liter, dan ternyata sampai di beres diganti pakek oil drum2man. 😑;;
Senyum Sangmentari;17/02/2021;1;Ga bisa login, Api tidak ditemukan. lokasi perkotaan, tolong diperbaiki servernya. Kalo sudah bisa login bintang ya kutambah;;
JK Halim;12/05/2023;1;Sudah beberapa kali Booking via Honda E Care selalu di bilang nya jadwal nya penuh oleh Cust Service HJC Pangjay . Padahal di jadwal nya masih kosong di Honda Ecare, Jadi buat apa booking di aplikasi tapi setelah itu selalu di rubah jadwal nya oleh CS HJC Pangjay. Tolong dong ini dari Pihak manajement di perhatikan lagi kinerja nya. Ada kasus lagi di Honda ECare saya dapat notifikasi utk upgrade software tape Audio tapi di bengkel nya bilang enggak ada yg perlu di upgrade.;;
Pengguna Google;19/07/2019;3;poin pertama, baiknya segala historical perbaikan di beres tercatat pada app. poin ke dua, baiknya disiapkan katalog sparepart agar cstmr dapat memesan part yg di perlukan jika terjadi kerusaka. di luar beres.;;
Kusuma Ulin;29/12/2025;5;customer service bengkel sangat membantu, ramah dan byk kasih inpit baik ttg kondisi kendaraan kita. trima kasih;;
Indra Jaya FX;24/05/2021;1;Aplikasi tdk bsa d pake,, aplikasi Tolol!! Bagaimana kita mau daftar recall, Login arahnya kemana dan tdk bsa, app sampah!! Ttitik GPS tdk bsa, app anjingg;;
pasfm pati;31/08/2022;5;Sangat membantu dan mempermudah servis dan pemeliharaan mobil.. hanya saja kalau bisa beaya servisnya diturunkan....shg lebih menjamin kendaraan honda.;;
dhipo widian;01/03/2022;3;untuk fungsinya apa yah ini applikasi??... booking disini malah lebih antri dari pada datang langsung. sudah booking dan dateng sampai di perbaikin tapi malah pesannya booking di batalkan... dan juga tidak masuk histori perbaikan.. kalau di bengkelnya pelayan ok. honda permata hijau.;;
dede rusmana;17/06/2021;1;Gak bisa log-in, padahal awal masih bisa, setelah diperbaharui malah gak bisa sama sekali... Tolong di perbaiki lagi.;;
Muhammad Ikbal;05/09/2023;1;Dengan adanya aplikasi ini, saya kira memudahkan konsumen untuk melakukan booking ternyata BOBROK. Terimakasih Honda sudah membuang kuota data saya, fix uninstal;;
Ferdinand Fernando;07/06/2023;1;Sangat slow respon, dari membuka aplikasi sampai dengan menunggu konfirmasi. Tingkatkan kembali pelayanannya.;;
icaroos pandu;23/08/2022;2;Lumayanlah...dari pada tidak ada, huruf kekecilan sulit membaca keterangannya. Bisa tidak untuk sparepart ada info harganya, terima kasih🙏👌;;
Arvin Wijianartha;12/02/2025;5;Honda i-Care adalah layanan purna jual yang ditawarkan oleh Honda untuk memberikan kepuasan pelanggan. Layanan ini mencakup berbagai aspek, mulai dari perawatan berkala hingga perbaikan kerusakan. Pengalaman saya dengan Honda i-Care cukup positif, meskipun ada beberapa poin yang bisa ditingkatkan. Kelebihan: - Kemudahan Akses: Menjadwalkan servis melalui aplikasi atau website Honda i-Care sangat mudah dan praktis. Sistem online ini memberikan informasi yang jelas tentang jadwal, biaya, d;;
Pengguna Google;15/11/2018;1;Payah banget aktivasi berkali kali tetap ga bisa, percuma aplikasi nya belum sempurna. Membingungkan...;;
Abam Sudrajat;07/07/2025;4;area untuk penulisan, penjelasan permasalahan, sangat terbatas. tambahkan jumlah kata yang bisa ditampung! misalnya maksimal 500 atau 700 huruf!;;
Melly Aryani;22/12/2024;4;Ini kenapa ya aplikasinya ngga bisa dibuka, minta di update tapi ngga muncul ngga bisa di-update. Jadinya sekarang di-update ga bisa, dibuka juga ga bisa. Gimana ni?;;
Nova Juliana;16/01/2023;5;Sangat memuaskan & membantu sekali terbantu sekali dengan aplikasi nya saat mau booking service lebih mudah. 👍👍👍👍👍👍👍;;
Indra Shieventri;21/10/2020;1;Sudah berbulan bulan registrasi mobil nya tapi gak bisa-bisa dan gedeknya nya lagi buat booking service juga gak bisa;;
Jeremia Bimo;27/02/2022;1;"Saya sudah memasukan Noka dan Nosin dengan benar tapi muncul notifikasi ""periksa kembali Nosin dan Noka anda"". Lalu bagaimana cara saya membooking kalau kaya gini??";;
Rizqy Octaviano;03/09/2020;1;Ngga bs registrasi....diulang2 smp berkali2...jawabannya tetep mbl blm terdaftar...trus mksdnya bikin aplikasi ini buat apa kl registrasi aj ga bisa;;
yos suryadharma;12/02/2024;1;Kolom email tidak bisa dimasukan saat hendak menambahkan kendaraan pada aplikasi , tidak bisa disimpan karena email belum terisi;;
Tony Paser;10/10/2020;2;tidak bisa registrasi. saat masuk registrasi,minta kode aktivasi tidak pernah muncul. tolong disempurnakan aplikasinya;;
Pengguna Google;03/11/2018;1;Yang bisa akses cuma yang punya mobil yang lagi nyari mobil ga bisa lihat katalog mobil nya Harus log in pake no rangka sama plat nomor;;
Edie Yang;29/05/2025;5;tanggal 27 update tiba2 pilihan dalam aplikasi tidak bisa di klik seperti booking,iklan dan voucher... namun ketika logout iklan bisa di klik...;;
Faiez Alvino;21/05/2021;1;Parah parah. Udah instal 2x tapi ga bisa log in. Gila sih ini bikin apk buat ngabisin kuota customer ajah;;
Raisza Ayunda;12/02/2024;1;Susah banget untuk tambah kendaraan semua salah, harua dibenahi lagi aplikasinya sangat tidak bermanfaat;;
Pengguna Google;01/03/2020;1;Cukup membantu untuk booking..tqoi mohon di tambah lagi fitur nya guna memantau perbaikan mobil untuk mengerahui progress perbaikan karena kebetulan mobil kami 10 hari repair body di sana..( dealer honda );;
Pengguna Google;29/11/2019;1;Kenapa kok pada saat pilih menu....misal booking service lama banget loading nya....dan akhirnya gagal;;
bagus sharp denpasar;23/12/2024;5;Mau tanya itu bagaimana cara membuka dan mau baca kotak pesan ya , kok gak bisa di klik sama sekali min;;
Pengguna Google;01/04/2019;1;Semua field sudah diisi sesuai dokumen. Tapi sistem reply kendaraan belum terdaftar. plus susah diakses.;;
Harnanto Sukmantoro;20/10/2020;1;Aplikasi abal-abal. Tidak ada tombol booking di halaman booking, cepat perbaiki!;;
Hadi Prabowo;16/01/2025;4;pada pengisian : tanpa service berkala hanya satu pilihan yaitu 72 bulan/120.000 km. Sebaiknya bisa diisi sesuai km mobil;;
Kartini Dewi;03/05/2023;5;Kak.., ini aplikasi update, log out sendiri. Saya lupa kata sandi, kok tidak bisa di klik lupa sandi dan kirim email dinotif, data pengguna tidak ditemukan. Gimana yaa kak? Tks;;
tode kanasaki;02/04/2024;5;izin kak, booking tidak bisa di hari H, apakah menjamin dapat antrian jika langsung datang (pagi) ? trus masukan aja kak, untuk ketersediaan sparepart, alangkah baiknya sesama honda bisa nge-link (berkordinasi via telp, wasap), jadi kita konsumen ga random datangi cabang hanya untuk menanyakan ketersedian spare part, terimakasih, maaf bila ada kata yg kurang berkenan;;
Pengguna Google;16/02/2019;1;apps ngga jelas, ngga bisa daftar padahal data sudah sesuai tpi katanya kendaraan belum trdaftar. uninstall lah;;
Pengguna Google;22/12/2019;1;Mau registrasi saja tidak bisa katanya tidak terkoneksi internet padahal wifi lancar jaya. Mohon diperbaiki. Terimakasih.;;
Win Saukani;02/04/2025;5;dengan booking service lebih enak dan ga ribet...stiap service berkala selalu mamakai aflikadi ini..👍👍;;
obral Tas;18/04/2026;1;aplikasi error, tulisannya handshake failed, di android 9;;
Atep syahreja official;02/01/2026;5;pelayanan nya luar biasa bagus banget;;
Ikin Sadikin;11/01/2024;5;Pelayanan yg ramah dan memberikan penjelasan yg tepat, akurat dan pergantian sparepart yg original pada waktu service kendaraan,,,;;
Armi Hindratno;30/12/2025;4;pelayanan bagus,Zachsaid4 welcome..komunikatif..;;
Agus Suroto;01/12/2024;5;Gampang akses dan prosedur nya. Membantu memudahkan pemilik Honda merawat mobil. Banyak Promonya juga.;;
Diandra Raditya;13/12/2024;1;Bug nya banyak banget sinyal full plus wifi gak konek² bener² ni aplikasi;;
Pengguna Google;11/04/2019;5;mantul nih,,, gk perlu antri lama, gk perlu repot cari bengkel buat service. honda is the best.;;
Pengguna Google;28/04/2019;1;"tidak bisa login fail terus, pesannya ""Proses terlalu lama silahkan coba lagi""";;
Pengguna Google;02/01/2020;1;Ternyata hanya untuk sekedar pesan servis. Sy kira ada Info2 tentang berkendara. Aplikasi unfaedah;;
Yanto Sugianto;02/12/2022;3;Fitur Booking Service tidak bisa digunakan, pengisian data terhenti;;
Ibni Maulia priantono;16/07/2020;1;Tidak bisa registrasi ,kendaraan tidak terdaftar alias tidak di ketemukan;;
Benny eck;08/06/2021;1;Aplikasi sampah, udh coba ulang2 masukin data tetap aja kendaraan blm terdaftar.;;
Muh Asri;17/04/2023;1;Jadwalnya booking service tdk singkron dengan dealer,..tdk update. Auto delete;;
Pengguna Google;25/12/2019;1;Aplikasi apa ini, di download tidak bisa, belum di gunakan aja sudah bikin susah apalagi pas di pelayanan nya;;
Agus Sugiyanto;01/08/2020;1;Yth. Pengelola Honda e-Care, kenapa selalu terjadi eror ketika saya mau daftar di aplikasi ini?;;
Pengguna Google;30/03/2019;1;kendaraan tidak terdaftar. jadi tidak bisa masuk. padahal sudah masukan no yg sesuai;;
Jhonny Wijaya;27/05/2023;3;Kenapa ga bs masuk ke aplikasi y loading logo awal sudah setengah jam tetapi g masuk2 ke aplikasi? Makasih;;
Pengguna Google;04/04/2019;5;aplikasi yg menguntungkan bagi customer karena sangat mudah dalam melakukan booking. top 5 bintang ...;;
Abdul Haris;15/01/2021;2;Aplikasi ini nggak baik. katanya promo diskon khusus sampai 50/25 sampai tempat servis nggak ada potongan voucher nya,;;
Dika Alnas;21/11/2021;1;Nggak bisa registrasi kendaraan, keterangannya kendaraan tdk ditemukan;;
Pengguna Google;09/12/2019;1;Aplikasi Trial Error.. mobil tidak terdaftar.. input data salah terus.. Parah.. bikin malu honda saja..;;
Sri Warmayanti;03/03/2025;5;Pelayanan Honda sangat bagus terhadap pembeli, cepat, dan informaainya mudah di mengerti, sehingga pembeli meras puas belanja di honda.;;
Joko Budi S;26/06/2023;1;Udah daftar di aplikasi tapi tapi service nya full antri terus ngapain buat aplikasi untuk service kalau kek gini;;
Ainur Rofiq Habibie;10/06/2023;1;Aplikasi tidak berguna mau booking jam service ga bisa semua sudah merah dan silang semua;;
Joko Iswoyo;09/10/2023;5;Pelayanan bagus dan ramah , dan hasil service bagus , juga tempat menunggunya nyaman sekali;;
Abas Basrurowi;02/12/2024;5;Mudah digunakan, dan berguna banget. Saran : Hp Android Tema Gelap, kursor huruf tidak muncul;;
Dadan Budiana;09/11/2023;2;masih susah registrasi dan approve verifikasinya bertele tele menyulitkan kita semuanya 🤔 segini dulu ratingnya;;
Pengguna Google;27/05/2019;2;booking service gagal terus, padahal tertulisnya tersedia. tapi suruh rescedule terus;;
TRI NUR WIDJAYA;26/05/2023;1;Setelah di update malah gak bisa masuk ini gimana hello honda saya mau booking service gak bisal,ini sudah 2hari loging SUSAH;;
beni oktopiansah;07/02/2025;5;Aplikasi ini sangat membantu saat mau service berkala dan layanan darurat. terus sempurnakan fiturnya;;
Pengguna Google;13/01/2020;1;Udah di install.. registrasi tp ga bisa, keterangan motor tidak ditemukan, padahal dah ngisi sesuai stnk.. Parah;;
Estiyanto Sri Nugroho;25/12/2024;5;aplikasi cukup membantu, kekuranganya adalah tidak ada menu perhitungan estimasi biaya service;;
desfitriady sikumbang;02/08/2020;1;Susaaaaah banget registrasinya ya... Koq Honda yg sudah mempunyai teknologi terkini tapi IT nya sepertinya abal-abal... Benerin atuh biar Honda tetap keren...;;
Andika Gifari Dwitama;25/11/2024;5;Aplikasi yang sangat membantu untuk servis mobil. Prosesnya mudah dan cepat;;
agus kuncoro;01/03/2025;5;Sudah 4 kali service berjalan dengan baik, kecuali service terakhir disarankan spooring... 🤭;;
Doni Kurniawan;15/08/2025;1;habis di uptade , tidak bisa boking servis data2 ilang semua udh dimasukin ulang tetep g bisaa;;
kabar viral borneo;10/02/2025;5;aplikasi ini sangat membantu untuk booking service tanpa harus repot antri lg..bisa tentuin sendiri waktu buat service nya;;
Ferry Widjaja;31/08/2024;5;Sebenarnya bagus, hanya tidak ada feature progress servicenya;;
Mohamad Rahmatullah Siddiq;02/02/2023;5;Aplikasi ini sangat membantu sekali bagi pemilik mobil honda. Kemudahan dalam perawatan kendaraan baik informasi produk, bengkel jg servis bisa diakomodasi melalui Honda e-care. Semoga bisa dipertahankan kualitasnya dan menjadi lebih baik lagi;;
Cucu Latipah;12/12/2023;1;Daftar doang ge susah bener , no rangka atau mesin salah mulu padahal udah bener , heran sama apk ini;;
Pengguna Google;16/10/2019;2;Kenapa registrasi pengguna baru sdh di masukan nomor rangka nomor mesin tdk bisa juga masuk ada yg bisa jelaskan;;
Selfidevira 16;13/08/2024;5;Sangat memuaskan ramah dan baik semua petugas nya .selalu berikan yg terbaik buat belanggan nya;;
Pengguna Google;05/04/2019;5;apknya sangat bagus sekali, tidak ada iklan sama sekali.;;
Pengguna Google;06/01/2020;1;Knpa ga slalu berhasil setiap sy registrasi alasnnya nomor kendaraan blum terdaftar;;
Noris Hidayat;13/05/2020;1;Aplikasi bisa diintal tp registerasi gagal terus padahal sedah menhikuti arahan;;
Abdi Negara;04/04/2025;5;sangat membantu sekali untuk perawatan maupun perbaikan mobil.. good job..;;
Pengguna Google;07/12/2019;1;Tidak bisa mendaftar bilang eror terus padahal mobilku baru. Mau boking service susah. Capedeh...........;;
Wahyu Trihandoko;23/01/2025;5;Aplikasi sangat membantu sekali walaupun ganti atau tambah unit mobil Honda lainnya;;
Dafan Andriansyah;15/08/2025;1;gabisa masukin data kendaraan. ngebug trus force close;;
abenk byon;14/07/2021;2;Serius aplikasi ini dibuat untuk memberi kemudahan customer? Sampai kapan aplikasi ini akan bisa di akses? Mungkin ada solusi pengganti aplikasi ini, agar bisa diakses dan memberi kemudahan customer 🙏;;
Ahmad Surgahadi;16/07/2020;1;Tidak bisa registrasi, kendaraan tidak terdaftar;;
Kode Tan Sun Ie;07/01/2022;1;Ini kenapa not responding ? di update gak bisa log in juga.;;
Murahmat Jansen;02/04/2024;4;Memudahkan bagi konsumen untuk melakukan perbaikan atau penggantian spare part mobil, bisa melihat riwayat perbaikan yang telah diperbaiki;;
Kasmudji Suprijanto;01/06/2025;5;Aplikasi nya mudah dan sederhana serta applicable....;;
Purwanto Sri;11/10/2020;1;Sudah registrasi katanya voucher di SMS, di tunggu gak ada... Dan tanya ke Honda, mereka gak tahu apa2...;;
Muh Taqwa;09/10/2025;1;Nopol tidak sesuai dengan data sebelumnya, berubah sendiri, di update tidak bisa;;
Kenzy Vip;14/05/2024;1;Kok gk bisa tandain lokasi gps aktif semua mau boking service maah susah;;
Pengguna Google;21/09/2019;1;Saya registrasi kok nggak bisa ya...pesanya kendaraan anda blm terdaftar;;
Baskoro Setiyo;17/04/2021;5;Dapat melakukan booking service, tanpa antri ke dealer dan menunggu lama..;;
Handoko Syahputra;17/03/2023;5;Sangat bagus dan membantu konsumen dalam melakukan booking service;;
Elvynza Fernanda30;13/01/2022;1;Masih banyak para teknisi yang mempermainkan konsumen. Sangat mengecewakan!!!;;
Rahman Wahyudi;05/02/2022;5;Fungsinya sudah bagus dan informasinya komplit;;
nani rosianingsih;26/07/2025;4;bermanfaat, tidak perlu ribet, tinggal catat semua keluhan ,pilih jam service beres;;
Fransisca Cas;18/11/2025;5;Pelayanan nya ramah dan bagus mengerjakan nya..;;
Davit Nugroho;20/12/2022;1;Tolong ga usah kirim2 pesan sok mengingat untuk server, gara2 pesan itu saya debat sama orang rumah, jadi jangan menggangguku kenyamanan terimakasih!!!;;
Dharma Yasa;29/07/2024;5;Sangat memuaskan petugasnya sangat ramah dan cepat dalam pelayanan;;
Hery Trijantan;20/12/2024;5;Pelayanannya sangat cepat dan baik,pertahankan dan tingkatkan.;;
GenoL Sudarsono;11/01/2025;5;Booking service yg mudah dan tidak ribet;;
Elvin;30/01/2023;1;Udah booking status 2 hari menunggu konfirmasi terus tidak ada pihak dealler yg menghubungi pas hari H malah dibatalkan sepihak;;
Sukses Bahagia (profitrader);02/08/2023;5;Sangat baik dan cepat dalam response pelanggan..;;
Daeng nyao;15/10/2020;2;Kok lokasi palopo tidak bs booking... Padahal beres sanggar laut selatan ada;;
Mr 13;14/04/2026;1;sering error aplikasinya;;
Jupriansyah;05/05/2024;1;Setelah update malah tidak bisa di buka ,error path;;
SOLEH HARTADI;10/03/2025;4;Mudah mudah cepet dan ga banyak biaya;;
Ami Seba;06/12/2024;5;pelayanan baik dan cepat respon petugasnya, ruang tunggu dan fasilitasnya baik;;
Indra Kuswandi;28/08/2020;1;Tidak bisa register, no rangka no mesin tidak terdaftar;;
sugi harto;12/03/2025;5;Booking service mobil Honda yang mudah dan cepat tanpa kendala jarak dan waktu;;
Inoue Putra;16/01/2023;5;Sangat membantu sekali untuk proses servicenya dan klaim;;
BAYANAKA Susanto;29/11/2024;5;aplikasinya bagus mempermudah customer dan maintenance kendaraan;;
Sam Neutron;16/03/2022;5;Sekarang saya kasih bintang 5, aplikasinya respon, ringan dan info yang ditampilkan lengkap Sangat membantu;;
RMabroy;09/11/2023;1;No rangka dan mesin ga sesuai padahal ngikutin yg d stnk. Aneh wkwk;;
Anas Rafiuddin;05/02/2024;1;Hadeuh gimana sih ini? Mau Daftar Mobil Kok Ga bisa bisa hadeuh bikin ribet aja. Dah dicoba 4x tetep ae ga bisa;;
Gede Data;06/01/2025;5;Pelayanan sangat bagus cepat di mengerti memuaskan;;
